Publication Number,Priority Date,Inventor - w/address,Assignee - Original w/address
WO2009066934A2,2007-11-19 | 2008-11-19,"LEE Byeong Chun,KR | KIM Min Kyu,KR | JANG Goo,KR | OH Hyun Ju,KR | HONG So Gun,KR | PARK Jung Eun,KR | KANG Jung Taek,KR","SEOUL NATIONAL UNIVERSITY INDUSTRY FOUNDATION,KR | LEE Byeong Chun,KR | KIM Min Kyu,KR | JANG Goo,KR | OH Hyun Ju,KR | HONG So Gun,KR | PARK Jung Eun,KR | KANG Jung Taek,KR"
WO2009088189A3,2008-01-04 | 2009-01-05,"LEE Byeong Chun,KR | KIM Min Kyu,KR | JANG Goo,KR | OH Hyun Ju,KR | HONG So Gun,KR | PARK Jung Eun,KR | KANG Jung Taek,KR | RA Jeong Chan,KR | KIM Te Oan,KR","SEOUL NATIONAL UNIVERSITY INDUSTRY FOUNDATION,KR | LEE Byeong Chun,KR | KIM Min Kyu,KR | JANG Goo,KR | OH Hyun Ju,KR | HONG So Gun,KR | PARK Jung Eun,KR | KANG Jung Taek,KR | RA Jeong Chan,KR | KIM Te Oan,KR"
WO2009088189A2,2008-01-04 | 2009-01-05,"LEE Byeong Chun,KR | KIM Min Kyu,KR | JANG Goo,KR | OH Hyun Ju,KR | HONG So Gun,KR | PARK Jung Eun,KR | KANG Jung Taek,KR | RA Jeong Chan,KR | KIM Te Oan,KR","SEOUL NATIONAL UNIVERSITY INDUSTRY FOUNDATION,KR | LEE Byeong Chun,KR | KIM Min Kyu,KR | JANG Goo,KR | OH Hyun Ju,KR | HONG So Gun,KR | PARK Jung Eun,KR | KANG Jung Taek,KR | RA Jeong Chan,KR | KIM Te Oan,KR"
WO2008020657A1,2006-08-14,"LIM Jeong Mook,KR | HAN Jae Yong,KR | KIM Hee Bal,KR | LEE Seoung Tae,KR | LEE Eun Ju,KR","SEOUL NATIONAL UNIVERSITY INDUSTRY FOUNDATION,KR | LIM Jeong Mook,KR | HAN Jae Yong,KR | KIM Hee Bal,KR | LEE Seoung Tae,KR | LEE Eun Ju,KR"
WO2008020666A1,2006-08-14 | 2006-12-20,"LIM Jeong Mook,KR | HAN Jae Yong,KR | KIM Hee Bal,KR | LEE Seoung Tae,KR | LEE Eun Ju,KR | GONG Seung Pyo,KR","SEOUL NATIONAL UNIVERSITY INDUSTRY FOUNDATION,KR | LIM Jeong Mook,KR | HAN Jae Yong,KR | KIM Hee Bal,KR | LEE Seoung Tae,KR | LEE Eun Ju,KR | GONG Seung Pyo,KR"
WO2007136144A1,2006-05-19,"LIM Jeong Mook,KR | HAN Jae Yong,KR | KIM Hee Bal,KR | LEE Seung Tae,KR | IHM Jong Eun,KR","SEOUL NATIONAL UNIVERSITY INDUSTRY FOUNDATION,KR | LIM Jeong Mook,KR | HAN Jae Yong,KR | KIM Hee Bal,KR | LEE Seung Tae,KR | IHM Jong Eun,KR"
WO2008004819A1,2006-07-05 | 2007-07-04,"KANG Kyung Sun,KR | RA Jeong Chan,KR","SEOUL NATIONAL UNIVERSITY INDUSTRY FOUNDATION,KR | RNL BIO CO. LTD,KR | KANG Kyung Sun,KR | RA Jeong Chan,KR"
WO2005063972A1,2003-12-30 | 2004-12-30,"HWANG Woo-Suk,KR | LEE Byeong-Chun,KR | KANG Sung-Keun,KR | RYU Young-June,KR | LEE Eu-Gene,KR | KIM Soon-Woong,KR | KWON Dae-Kee,KR | KWON Hee-Sun,KR | KOO Ja-Min,KR | PARK Eul-Soon,KR | HWANG Youn-Young,KR | MOON Shin-Yong,KR | OH Sun-Kyung,KR | AHN Cu-Rie,KR | YOON Hyun-Soo,KR | PARK Jong-Hyuk,KR | KIM Sun-Jong,KR | CHOI Yang-Kyu,KR","SEOUL NATIONAL UNIVERSITY INDUSTRY FOUNDATION,KR | ROH Sung-Il,KR"
WO2007083870A1,2006-01-19 | 2006-08-28,"NOH Insup,KR | PARK Yongdoo,KR | LEE Kyuback,KR | HWANG Soonjung,KR | SUN Kyung,KR | KIM Gunwoo,KR","SEOUL NATIONL UNIVERSITY OF TECHNOLOGY CENTER FOR INDUSTRY COLLABORATION,KR | NOH Insup,KR | PARK Yongdoo,KR | LEE Kyuback,KR | HWANG Soonjung,KR | SUN Kyung,KR | KIM Gunwoo,KR"
WO1992020364A1,1991-05-17 | 1992-05-15,WATERS Cory Ann | POISSON Louis R.,SERAGEN INC.
WO2000061775A1,1999-04-08,"SERGEEV Pavel,CH","SERGEEV Pavel,CH"
WO1997005268A1,1995-07-26,"TE RIELE Henricus Petrus Joseph,NL | DE WIND Niels,NL | DEKKER-VLAAR Helena Maria Johanna,NL","SETRATECH,FR"
WO2006135123A1,2005-06-13 | 2005-06-27,"JANG Jae Deog,KR | PARK Hyun Shin,KR | CHANG Cheong Ho,KR | JUNG Soo Jin,KR | LEE Sae Bom,KR | KO Chang Kwon,KR","SEWON CELLONTECH CO. LTD.,KR"
WO2007105846A1,2006-03-14 | 2006-03-16,"CHANG Jae-deog,KR | CHANG Cheong-ho,KR | SUH Dong-sam,KR | KO Chang-kwon,KR | RYU Seung-ju,KR | KO Hee-chul,KR | LEE Sae-bom,KR","SEWON CELLONTECH CO. LTD.,KR | CHANG Jae-deog,KR | CHANG Cheong-ho,KR | SUH Dong-sam,KR | KO Chang-kwon,KR | RYU Seung-ju,KR | KO Hee-chul,KR | LEE Sae-bom,KR"
WO2007105844A1,2006-03-10 | 2006-03-16,"JUNG Soo-Jin,KR | SUH Dong-Sam,KR | KO Chang-Kwon,KR | RYU Seung-Ju,KR | KOH Sung-Jun,KR | LEE Eun-Young,KR | CHANG Dong-Il,KR | LEE Jun-Keun,KR | YOON Hyun-Gi,KR | CHANG Hyang-Soon,KR | YOO Yong-Hyun,KR | CHUNG Jin-Wook,KR | CHANG Cheong-Ho,KR","SEWON CELLONTECH CO. LTD.,KR | JUNG Soo-Jin,KR | SUH Dong-Sam,KR | KO Chang-Kwon,KR | RYU Seung-Ju,KR | KOH Sung-Jun,KR | LEE Eun-Young,KR | CHANG Dong-Il,KR | LEE Jun-Keun,KR | YOON Hyun-Gi,KR | CHANG Hyang-Soon,KR | YOO Yong-Hyun,KR | CHUNG Jin-Wook,KR | CHANG Cheong-Ho,KR"
WO2008050922A1,2006-10-27 | 2006-11-03,"SON Hyun-Mi,KR | CHANG Cheong-Ho,KR | JANG Jae-Deog,KR","SEWON CELLONTECH CO. LTD.,KR | SON Hyun-Mi,KR | CHANG Cheong-Ho,KR | JANG Jae-Deog,KR"
WO2008124849A3,2007-04-10 | 2008-04-10,"ARNOLD William D.,US | BOUNAUD Pierre,US | CHEN Chixu,US | EASTMAN Brian,US | GOSBERG Andreas,US | GRADL Stefan N.,US | HOPKINS Stephanie,US | LI Zhe,US | McDONALD Ian,US | SPRENGELER Paul A.,US | STEENSMA Ruo W.,US | WILSON Mark E.,US","SGX PHARMACEUTICALS INC.,US | ARNOLD William D.,US | BOUNAUD Pierre,US | CHEN Chixu,US | EASTMAN Brian,US | GOSBERG Andreas,US | GRADL Stefan N.,US | HOPKINS Stephanie,US | LI Zhe,US | McDONALD Ian,US | SPRENGELER Paul A.,US | STEENSMA Ruo W.,US | WILSON Mark E.,US"
WO2008124849A2,2007-04-10 | 2008-04-10,"ARNOLD William D.,US | BOUNAUD Pierre,US | CHEN Chixu,US | EASTMAN Brian,US | GOSBERG Andreas,US | GRADL Stefan N.,US | HOPKINS Stephanie,US | LI Zhe,US | McDONALD Ian,US | SPRENGELER Paul A.,US | STEENSMA Ruo W.,US | WILSON Mark E.,US","SGX PHARMACEUTICALS INC.,US | ARNOLD William D.,US | BOUNAUD Pierre,US | CHEN Chixu,US | EASTMAN Brian,US | GOSBERG Andreas,US | GRADL Stefan N.,US | HOPKINS Stephanie,US | LI Zhe,US | McDONALD Ian,US | SPRENGELER Paul A.,US | STEENSMA Ruo W.,US | WILSON Mark E.,US"
WO2008150914A1,2007-05-29 | 2008-05-29,"BLANEY Jeffrey M.,US | GOSBERG Andreas,US | GRADL Stefan N.,US | HIRST Gavin,US | HOPKINS Stephanie A.,US | SPRENGELER Paul A.,US | STEENSMA Ruo W.,US | UY Johnny,US","SGX PHARMACEUTICALS INC.,US | BLANEY Jeffrey M.,US | GOSBERG Andreas,US | GRADL Stefan N.,US | HIRST Gavin,US | HOPKINS Stephanie A.,US | SPRENGELER Paul A.,US | STEENSMA Ruo W.,US | UY Johnny,US"
WO2007059341A3,2005-11-16 | 2006-11-16,"BOUNAUD Pierre-Yves,US | HOPKINS Stephanie A.,US | JEFFERSON Elizabeth Anne,US | WILSON Mark E.,US | WONG Melissa S.,US | KANOUNI Toufike,US","SGX PHARMACEUTICALS INC.,US | BOUNAUD Pierre-Yves,US | HOPKINS Stephanie A.,US | JEFFERSON Elizabeth Anne,US | WILSON Mark E.,US | WONG Melissa S.,US | KANOUNI Toufike,US"
WO2007059341A2,2005-11-16 | 2006-11-16,"BOUNAUD Pierre-Yves,US | HOPKINS Stephanie A.,US | JEFFERSON Elizabeth Anne,US | WILSON Mark E.,US | WONG Melissa S.,US | KANOUNI Toufike,US","SGX PHARMACEUTICALS INC.,US | BOUNAUD Pierre-Yves,US | HOPKINS Stephanie A.,US | JEFFERSON Elizabeth Anne,US | WILSON Mark E.,US | WONG Melissa S.,US | KANOUNI Toufike,US"
WO2008051805A3,2006-10-23 | 2006-12-21 | 2007-04-24 | 2007-07-30 | 2007-10-18,"SMITH Christopher Ronald,US | BOUNAUD Pierre-yves,US | JEFFERSON Elizabeth Anne,US | LEE Patrick S.,US | TORRES Eduardo,US","SGX PHARMACEUTICALS INC.,US | SMITH Christopher Ronald,US | BOUNAUD Pierre-yves,US | JEFFERSON Elizabeth Anne,US | LEE Patrick S.,US | TORRES Eduardo,US"
WO2008051805A2,2006-10-23 | 2006-12-21 | 2007-04-24 | 2007-07-30 | 2007-10-18,"SMITH Christopher Ronald,US | BOUNAUD Pierre-yves,US | JEFFERSON Elizabeth Anne,US | LEE Patrick S.,US | TORRES Eduardo,US","SGX PHARMACEUTICALS INC.,US | SMITH Christopher Ronald,US | BOUNAUD Pierre-yves,US | JEFFERSON Elizabeth Anne,US | LEE Patrick S.,US | TORRES Eduardo,US"
WO1999058042A2,1998-05-14 | 1999-05-14,"SHAHAR Abraham,IL | NEVO Zvi,IL | ROCHKIND Semion,IL | GOLDMAN Steven A.,US","SHAHAR Abraham,IL | NEVO Zvi,IL | ROCHKIND Semion,IL | GOLDMAN Steven A.,US"
WO2002053138A2,2001-01-02 | 2002-01-02,"SHANAHAN-PRENDERGAST Elisabeth,IE","SHANAHAN-PRENDERGAST Elisabeth,IE"
WO1995023861A1,1994-03-04 | 1995-03-06,GU Xue-Fun | HAN Zhong-Chao | SHEN Qing-Xiang,SHANGHAI BEITE BIOTECHNOLOGY CO. LTD. | GU Xue-Fun | HAN Zhong-Chao | SHEN Qing-Xiang
WO1997021446A1,1995-12-08 | 1996-12-06,"HAN Zhongchao,CN","SHANGHAI BEITE BIOTECHNOLOGY CO. LTD.,CN"
WO2009079922A1,2007-12-13 | 2008-01-08 | 2008-12-03,"GUO Yajun,CN | QIAN Weizhu,CN | HOU Sheng,CN | LI Bohua,CN | WANG Hao,CN | MA Jing,CN","SHANGHAI GUOJIAN BIO-TECH INSTITUTE,CN | GUO Yajun,CN | QIAN Weizhu,CN | HOU Sheng,CN | LI Bohua,CN | WANG Hao,CN | MA Jing,CN"
WO2007036113A1,2005-09-29 | 2006-07-20,"ZHAO Weimin,CN | ZUO Jianping,CN | LIU Qunfang,CN | ZHU Yina,CN | ZOU Jian,CN | YANG Yifu,CN | TIAN Jia,CN | ZHOU Yu,CN","SHANGHAI INSTITUTE OF MATERIA MEDICA CHINESE ACADEMY OF SCIENCES,CN"
WO2003040358A1,2001-11-06,"SHENG Huizhen,CN | CHEN Ying,CN | WANG Kai,CN | LIU Ailian,CN","SHANGHAI SECOND MEDICAL UNIVERSITY,CN | SHENG Huizhen,CN"
WO2003040359A1,2001-11-06,"SHENG Huizhen,CN | CHEN Ying,CN | YANG Qingzhang,CN","SHANGHAI SECOND MEDICAL UNIVERSITY,CN | SHENG Huizhen,CN"
WO2010000125A9,2008-07-03 | 2009-03-09,"ZHANG Yongtai,CN | HAO Hsiao-Nan,CN | ZHAO Jane,CN","SHANGHAI TIANSHENG BIO TECHNOLOGY CO. LTD,CN | ZHANG Yongtai,CN | HAO Hsiao-Nan,CN | ZHAO Jane,CN"
WO2010000125A1,2008-07-03 | 2009-03-09,"ZHANG Yongtai,CN | HAO Hsiao-Nan,CN | ZHAO Jane,CN","SHANGHAI TIANSHENG BIO TECHNOLOGY CO. LTD,CN | ZHANG Yongtai,CN | HAO Hsiao-Nan,CN | ZHAO Jane,CN"
WO2004035081A1,2002-10-21,"SHAO Yunchao,CN | CHEN Tongyi,CN | CHEN Zhongwei,CN | SHI Deyuan,CN | LU Yi,CN","SHANGHAI YIZHONG BIOTECHNOLOGY CO. LTD,CN"
WO2003049754A1,2001-11-23 | 2002-10-31,"CHENG Wenying,CN | CHEN Honghong,CN | CHEN Tongyi,CN | SHI Deyuan,CN | LU Yi,CN","SHANGHAI YIZHONG BIOTECHNOLOGY CO. LTD.,CN"
WO1999038520A1,1998-01-29 | 1999-01-29,"SHARMA Yash,US","SHARMA Yash,US"
WO2007075796A3,2005-07-07 | 2005-07-08 | 2005-11-30 | 2005-12-20 | 2006-07-03 | 2006-12-20,"SHEA Lonnie,US | WOODRUFF Teresa,US","SHEA Lonnie,US | WOODRUFF Teresa,US"
WO2007075796A2,2005-07-07 | 2005-07-08 | 2005-11-30 | 2005-12-20 | 2006-07-03 | 2006-12-20,"SHEA Lonnie,US | WOODRUFF Teresa,US","SHEA Lonnie,US | WOODRUFF Teresa,US"
WO2004020625A1,1999-11-23 | 2000-11-22 | 2002-08-28,"SHEKDAR Kambiz,US | BLOBEL Gunter,US","SHEKDAR Kambiz,US | BLOBEL Gunter,US"
WO2008150562A1,2007-05-31 | 2008-03-19,"SHELOKOV Alexis Paul,US","SHELOKOV Alexis Paul,US"
WO2010059565A3,2008-11-20 | 2009-11-04 | 2009-11-16,"SHI Yaling,US","SHI Yaling,US | ALLOSOURCE,US"
WO2010059565A2,2008-11-20 | 2009-11-04 | 2009-11-16,"SHI Yaling,US","SHI Yaling,US | ALLOSOURCE,US"
WO2007124074A2,2006-04-20 | 2007-01-08 | 2007-04-20,"SHIELDS Donald J. Jr.,US","SHIELDS Donald J. Jr.,US"
WO2007124074A3,2006-04-20 | 2007-01-08 | 2007-04-20,"SHIELDS Donald J. Jr.,US","SHIELDS Donald J. Jr.,US"
WO2010033138A1,2008-09-22 | 2008-12-23,"PRIMIANO Thomas,US","SHILOH LABORATORIES INC.,US | PRIMIANO Thomas,US"
WO2008137122A2,2007-05-04 | 2008-05-05,"PRIMIANO Thomas,US","SHILOH LAORATORIES INC.,US | PRIMIANO Thomas,US"
WO2008137122A3,2007-05-04 | 2008-05-05,"PRIMIANO Thomas,US","SHILOH LAORATORIES INC.,US | PRIMIANO Thomas,US"
WO2003095607A2,2002-05-14 | 2003-05-14,"SHIN Jaekyoon,KR | LEE Hanwoong,KR | OH Gootaek,KR","SHIN Jaekyoon,KR | LEE Hanwoong,KR | OH Gootaek,KR"
WO2009021704A1,2007-08-14 | 2008-08-11,"SHINTANI Nahoko,CH","SHINTANI Nahoko,CH"
WO2006090724A1,2005-02-23 | 2006-02-22,"ASAKAWA Makoto,JP | YOSHIOKA Takeshi,JP | TSUKAHARA Kiyoshi,JP | OSHIMA Itsuki,JP | HIRASAWA Tsutomu,JP | SUZUKI Minoru,JP","Shionogi & Co. Ltd.,JP"
WO1999053023A1,1998-04-08 | 1998-06-18 | 1999-04-06,"MAEDA Tomoko,JP | SUZUKI Ryuji,JP | OCHI Takahiro,JP","SHIONOGI & CO. LTD.,JP"
WO2002053592A1,2000-12-28 | 2001-12-26,"ORITA Satoshi,JP | HAYASHI Rie,JP | SONODA Hikaru,JP | MAEKAWA Kazuhiko,JP","SHIONOGI & CO. LTD.,JP"
WO2002064769A1,2001-02-15 | 2002-02-14,"ORITA Satoshi,JP | SONODA Hikaru,JP | OHTA Hideki,JP | MAEKAWA Kazuhiko,JP","SHIONOGI & CO. LTD.,JP"
WO2001007423A1,1999-07-26 | 2000-07-24,"TAKEMOTO Hiroshi,JP | TAKAYAMA Masami,JP | SHIOTA Takeshi,JP","SHIONOGI & CO. LTD.,JP"
WO2004092357A1,2003-04-15 | 2004-03-31,"SHINOHARA Takashi,JP | SHINOHARA Mito,JP","SHIRANKAI KYOTO UNIVERSITY FACULTY OF MEDICINE ALUMNI ASSOCIATION INC.,JP"
WO2003056331A1,2001-12-27 | 2002-12-26,"ASHIDA Yutaka,JP | AOKI Hirofumi,JP | FUJIWARA Rumiko,JP","SHISEIDO COMPANY LTD.,JP"
WO2008091352A8,2007-01-24 | 2007-04-10,"HURLIN Peter J.,US | FERNANDEZ Sandra,US | RUSSELL David,US","SHRINERS HOSPITALS FOR CHILDREN,US | UNIVERSITY OF WASHINGTON,US | OREGON HEALTH & SCIENCE UNIVERSITY,US | HURLIN Peter J.,US | FERNANDEZ Sandra,US | RUSSELL David,US"
WO2008091352A3,2007-01-24 | 2007-04-10,"HURLIN Peter J.,US | FERNANDEZ Sandra,US | RUSSELL David,US","SHRINERS HOSPITALS FOR CHILDREN,US | UNIVERSITY OF WASHINGTON,US | OREGON HEALTH & SCIENCE UNIVERSITY,US | HURLIN Peter J.,US | FERNANDEZ Sandra,US | RUSSELL David,US"
WO2008091352A2,2007-01-24 | 2007-04-10,"HURLIN Peter J.,US | FERNANDEZ Sandra,US | RUSSELL David,US","SHRINERS HOSPITALS FOR CHILDREN,US | UNIVERSITY OF WASHINGTON,US | OREGON HEALTH & SCIENCE UNIVERSITY,US | HURLIN Peter J.,US | FERNANDEZ Sandra,US | RUSSELL David,US"
WO2007141657B1,2006-03-07 | 2006-06-26 | 2006-09-14 | 2007-03-06,"SHROFF Geeta,IN","SHROFF Geeta,IN"
WO2007141657A3,2006-03-07 | 2006-06-26 | 2006-09-14 | 2007-03-06,"SHROFF Geeta,IN","SHROFF Geeta,IN"
WO2007141657A2,2006-03-07 | 2006-06-26 | 2006-09-14 | 2007-03-06,"SHROFF Geeta,IN","SHROFF Geeta,IN"
WO2005108554A1,2004-05-11,HASUMI Kenichiro | IMAIZUMI Akira | IWAMA Masamichi | GOTO Mitsuaki,"SHUKOKAI INCORPORATED,JP | CELAGIX RES. LTD."
WO2008013473A1,2006-07-27 | 2007-01-11,"SHURDOV Mikhail Arkadievich,RU | BOGACHEV Sergey Stanislavovich,RU | YAKUBOV Leonid Anatolievich,RU | ROGACHEV Vladimir Alexeevich,RU | NIKOLIN Valery Petrovich,RU | ZHDANOVA Natalia Sergeevna,RU | POPOVA Nelly Alexandrovna,RU | LIKHACHEVA Anastasia Sergeevna,RU | SEBELEVA Tamara Egorovna,RU | SHILOV Alexander Gennadievich,RU | MECHETINA Ljudmila Vasilievna,RU | VRATSKIKH Oxana Vyacheslavovna,RU | SEREGIN Sergey Nikolaevich,RU | CHERNYKH Elena Removna,RU | GELFGAT Evgeny Lvovich,RU","SHURDOV Mikhail Arkadievich,RU | BOGACHEV Sergey Stanislavovich,RU | YAKUBOV Leonid Anatolievich,RU | ROGACHEV Vladimir Alexeevich,RU | NIKOLIN Valery Petrovich,RU | ZHDANOVA Natalia Sergeevna,RU | POPOVA Nelly Alexandrovna,RU | LIKHACHEVA Anastasia Sergeevna,RU | SEBELEVA Tamara Egorovna,RU | SHILOV Alexander Gennadievich,RU | MECHETINA Ljudmila Vasilievna,RU | VRATSKIKH Oxana Vyacheslavovna,RU | SEREGIN Sergey Nikolaevich,RU | CHERNYKH Elena Removna,RU | GELFGAT Evgeny Lvovich,RU"
WO2004108908A1,2003-06-06 | 2004-06-07,"MILLER Freda,CA | MCKENZIE Ian,CA","SICK KIDS,CA"
WO2007107882A3,2006-03-21 | 2007-03-20,"BUMELIS Vladas Algirads,LT | JANENIENE Loreta,LT | PESLIAKAS Jonas Henrikas,LT | RIMKEVICIENE Jurate,LT | VAITKEVICIUS Arunas,LT | ZUNDA Giedrius,LT | ZVIRBLIS Gintautas,LT","SICOR BIOTECH UAB,LT | BUMELIS Vladas Algirads,LT | JANENIENE Loreta,LT | PESLIAKAS Jonas Henrikas,LT | RIMKEVICIENE Jurate,LT | VAITKEVICIUS Arunas,LT | ZUNDA Giedrius,LT | ZVIRBLIS Gintautas,LT"
WO2007107882A2,2006-03-21 | 2007-03-20,"BUMELIS Vladas Algirads,LT | JANENIENE Loreta,LT | PESLIAKAS Jonas Henrikas,LT | RIMKEVICIENE Jurate,LT | VAITKEVICIUS Arunas,LT | ZUNDA Giedrius,LT | ZVIRBLIS Gintautas,LT","SICOR BIOTECH UAB,LT | BUMELIS Vladas Algirads,LT | JANENIENE Loreta,LT | PESLIAKAS Jonas Henrikas,LT | RIMKEVICIENE Jurate,LT | VAITKEVICIUS Arunas,LT | ZUNDA Giedrius,LT | ZVIRBLIS Gintautas,LT"
WO2006110264A2,2005-03-16 | 2006-03-16,"GLINKSII Gennadi V.,US","SIDNEY KIMMEL CANCER CENTER,US"
WO2006110264A3,2005-03-16 | 2006-03-16,"GLINKSII Gennadi V.,US","SIDNEY KIMMEL CANCER CENTER,US"
WO2002026240A2,2000-09-26 | 2001-09-25,"FROST Gregory I.,US | BORGSTROM Per,US","SIDNEY KIMMEL CANCER CENTER,US | FROST Gregory I.,US | BORGSTROM Per,US"
WO2007070982A1,2005-12-23 | 2006-01-31 | 2006-12-22,"NICE Edouard Collins,AU | ROTHACKER Julie Anne,AU","SIENNA CANCER DIAGNOSTICS LTD,AU | NICE Edouard Collins,AU | ROTHACKER Julie Anne,AU"
WO2002016657A1,2000-08-24 | 2000-09-01 | 2000-10-05 | 2001-08-17,"ANDREWS William H.,US | FOSTER Christopher A.,US | FRASER Stephanie,US | MOHAMMADPOUR Hamid,US","SIERRA SCIENCES INC.,US"
WO2002016658A1,2000-08-24 | 2001-08-17,"ANDREWS William H.,US | FOSTER Christopher A.,US | FRASER Stephanie,US | MOHAMMADPOUR Hamid,US","SIERRA SCIENCES INC.,US"
WO2003012086A1,2001-07-30 | 2002-07-25,"DE SANTIS Rita,IT","SIGMA TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.,IT"
WO2003012085A1,2001-07-30,"DE SANTIS Rita,IT","SIGMA-TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.,IT"
WO2009016031A1,2007-08-02 | 2008-06-03 | 2008-07-16,"DE SANTIS Rita,IT | NUZZOLO Carlo Antonio,IT","SIGMA-TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.,IT | DE SANTIS Rita,IT | NUZZOLO Carlo Antonio,IT"
WO2007134908A2,2006-05-19 | 2007-04-04,"ROMANI Luigina,IT | BISTONI Francesco,IT | GARACI Enrico,IT","SIGMA-TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.,IT | ROMANI Luigina,IT | BISTONI Francesco,IT | GARACI Enrico,IT"
WO2007134908A3,2006-05-19 | 2007-04-04,"ROMANI Luigina,IT | BISTONI Francesco,IT | GARACI Enrico,IT","SIGMA-TAU INDUSTRIE FARMACEUTICHE RIUNITE S.P.A.,IT | ROMANI Luigina,IT | BISTONI Francesco,IT | GARACI Enrico,IT"
WO1996038576A1,1995-06-01 | 1996-05-30,CAULEY Keith | KUKEKOV Valery G.,SIGNAL PHARMACEUTICALS INC.
WO1999045103A2,1998-03-02 | 1998-04-13 | 1999-03-02,"LI Ronghao,US | SAH Dinah W. Y.,US","SIGNAL PHARMACEUTICALS INC.,US"
WO2003105774A3,2002-06-17 | 2003-06-16 | 2003-06-17,"MCKENNA Jeffrey,US | MERCURIO Frank,US | PLANTEVIN Veronique,US | XIE Weilin,US","SIGNAL PHARMACEUTICALS INC.,US"
WO1998010058A1,1996-09-03 | 1997-09-02,"SAH Dinah W. Y.,US | GAGE Fred H.,US | RAY Jasodhara,US","SIGNAL PHARMACEUTICALS INC.,US"
WO1999053028A1,1998-04-14 | 1999-04-14,"SAH Dinah W. Y.,US | RAYMON Heather K.,US","SIGNAL PHARMACEUTICALS INC.,US"
WO2000009669A1,1998-08-12 | 1999-08-12,"SAH Dinah W.,US | RAYMON Heather K.,US","SIGNAL PHARMACEUTICALS INC.,US"
WO2003075917A1,2002-03-08 | 2003-03-07,"STEIN Bernd M.,US | WESTWICK John K.,US | ENNIS Bruce W.,US","SIGNAL PHARMACEUTICALS INC.,US"
WO2003105774A2,2002-06-17 | 2003-06-16 | 2003-06-17,"MCKENNA Jeffrey,US | MERCURIO Frank,US | PLANTEVIN Veronique,US | XIE Weilin,US","SIGNAL PHARMACEUTICALS INC.,US | MCKENNA Jeffrey,US | MERCURIO Frank,US | PLANTEVIN Veronique,US | XIE Weilin,US"
WO2010083167A3,2009-01-13 | 2010-01-12,"GARRISON Michi E.,US | CHOU Tony M.,US","SILK ROAD MEDICAL INC.,US | GARRISON Michi E.,US | CHOU Tony M.,US"
WO2010083167A2,2009-01-13 | 2010-01-12,"GARRISON Michi E.,US | CHOU Tony M.,US","SILK ROAD MEDICAL INC.,US | GARRISON Michi E.,US | CHOU Tony M.,US"
WO2003084431A2,2002-03-29 | 2003-03-28,"TAN Donald,SG | ANG Leonard,SG | BEUERMANN Roger,US","SINGAPORE EYE RESEARCH INSTITUTE,SG | TAN Donald,SG | ANG Leonard,SG | BEUERMANN Roger,US"
WO2004052389A2,2002-12-06 | 2003-06-20 | 2003-12-05,"XIAO Zhi-Cheng,SG","SINGAPORE GENERAL HOSPITAL PTE LTD.,SG | FORREST Graham R.,GB | XIAO Zhi-Cheng,SG"
WO2008027017A1,2006-08-31 | 2007-08-29,"XIAO Zhi Cheng,SG | MA Quan-Hong,SG | LI Shao,SG | DAWE Gavin Stewart,SG","SINGAPORE HEALTH SERVICES PTE LTD,SG | XIAO Zhi Cheng,SG | MA Quan-Hong,SG | LI Shao,SG | DAWE Gavin Stewart,SG"
WO2008048371A9,2006-04-04 | 2006-04-19 | 2006-05-26 | 2006-11-28 | 2006-12-04 | 2007-04-04,"GOIX Philippe,US | PUSKAS Robert,US | TODD John,US | LIVINGSTON Richard,US | HELD Douglas,US","SINGULEX INC.,US | GOIX Philippe,US | PUSKAS Robert,US | TODD John,US | LIVINGSTON Richard,US | HELD Douglas,US"
WO2008048371A2,2006-04-04 | 2006-04-19 | 2006-05-26 | 2006-11-28 | 2006-12-04 | 2007-04-04,"GOIX Philippe,US | PUSKAS Robert,US | TODD John,US | LIVINGSTON Richard,US | HELD Douglas,US","SINGULEX INC.,US | GOIX Philippe,US | PUSKAS Robert,US | TODD John,US | LIVINGSTON Richard,US | HELD Douglas,US"
WO2004038011A1,2002-10-23,"LI Lingsong,CN","SINOCELLS BIO TECHNOLOGIES CO. LTD,CN"
WO2004063364A1,2003-01-14 | 2004-01-14,"PERBELLINI Alberto,IT | VENTURA Carlo,IT | MAIOLI Margherita,IT","SINTOFARM S.P.A.,IT"
WO2007150046A2,2006-06-22 | 2007-06-22,"HAN Yun,US | MATA Nathan L.,US","SIRION THERAPEUTICS INC,US | HAN Yun,US | MATA Nathan L.,US"
WO2007150046A3,2006-06-22 | 2007-06-22,"HAN Yun,US | MATA Nathan L.,US","SIRION THERAPEUTICS INC,US | HAN Yun,US | MATA Nathan L.,US"
WO2010037127A1,2008-09-29 | 2009-09-29,"OALMANN Christopher,US | PERNI Robert B.,US | VU Chi B.,US","SIRTRIS PHARMACEUTICALS INC.,US | OALMANN Christopher,US | PERNI Robert B.,US | VU Chi B.,US"
