id,Publication Number,Title,PriorityNumber,Priority Date,INPADOC Family ID,Inventor - w/address,INPADOC Family Members,Citing Patents,Cited Refs - Patent,Assignee - Original w/address,Priority Country,url,text
6868,WO2006035681A1,HLA-A11-RESTRICTED Tax ANTITUMOR EPITOPES ,JP2004280649A | WO2005JP17527A,2004,20060406WO2006035681A1,"HARASHIMA Nanae,JP | KANNAGI Mari,JP | TANOZAKI Ryuji,JP",WO2006035681A1,,JP2002507397T | WO2004092373A1,"National University Corporation Tokyo Medical and Dental University,JP",JP,http://www.google.com/patents?q=HLA-A11-RESTRICTED+Tax+ANTITUMOR+EPITOPES+&btnG=Search+Patents,0
6891,WO2005030240A3,VEGE-COR VEGE-D MATERIALS AND METHODS FOR STIMULATION OF NEURAL STEM CELLS ,US2003505607P | US2003669176A | WO2004US31318A,2003,20030410CA2462672A1,"ALITALO Kari,FI | KARKKAINEN Marika,FI | HAIKO Paula,FI | SAINIO Kirsi,FI | WARTIOVAARA Kirmo,FI | THOMAS Jean Leon,FR | EICHMANN Anne,FR",AU2002329287B2 | AU2002329287B9 | AU2004275798A1 | AU2008202503A1 | CA2462672A1 | CA2539918A1 | CN1886149A_ | EP1436612A2 | EP1635860A2 | EP1663293A2 | JP2004124816A_ | JP2007506754A_ | US20030113324A1 | US20040065300A1 | US20040214766A1 | US20050032697A1 | US20050043235A1 | US20070082848A1 | US20080057028A1 | US20080147045A1 | US20080241142A1 | US20100041605A1 | US7077713B2 | WO2003029814A2 | WO2003029814A3 | WO2003029814B1 | WO2005011722A2 | WO2005011722A3 | WO2005016963A2 | WO2005016963A3 | W,,WO2001076620A2 | WO2003024478A1,"LUDWIG INSTITUTE FOR CANCER RESEARCH,US | LICENTIA LTD.,FI | INSERM,FR",US,http://www.google.com/patents?q=VEGE-COR+VEGE-D+MATERIALS+AND+METHODS+FOR+STIMULATION+OF+NEURAL+STEM+CELLS+&btnG=Search+Patents,0
6905,WO2006054262A3,"USE OF PHAGE DISPLAY TECHNIQUE FOR IDENTIFYING PEPTIDES CAPABLE OF BINDING PROGENITOR/STEM CELLS, PEPTIDES THEREBY OBTAINED AND USES THEREOF ",IT2004RM568A | WO2005IB53811A,2004,20050218IT2004RM0568A1,"PERRIS Roberto,IT | DI NARDO Paolo,IT",IT2004RM0568A1 | WO2006054262A2 | WO2006054262A3,,US20030219826A1 | US2003219826B1 | WO2002020822A2,UNIVERSITA DEGLI STUDI DI ROMA ,,TOR VERGATA,0
6910,WO2008097861A3,MODULATION OF NEUROGENESIS WITH BIGUANIDES AND GSK3-ß AGENTS ,US2007888030P | WO2008US52839A,2007,20080807US20080188457A1,"BARLOW Carrolee,US | CARTER Todd A.,US | MORSE Andrew,US | TREUNER Kai,US | LORRAIN Kym I.,US",US20080188457A1 | WO2008097861A2 | WO2008097861A3,,DE10113513A1,"BRAINCELLS INC.,US | BARLOW Carrolee,US | CARTER Todd A.,US | MORSE Andrew,US | TREUNER Kai,US | LORRAIN Kym I.,US",US,http://www.google.com/patents?q=MODULATION+OF+NEUROGENESIS+WITH+BIGUANIDES+AND+GSK3-ß+AGENTS+&btnG=Search+Patents,0
6927,WO2010057965A1,MYOMETRIAL-DERIVED MESENCHYMAL STEM CELLS ,EP2008380324A | WO2009EP65523A,2008,20100527WO2010057965A1,"GONZÁLEZ GÁLVEZ Beatriz,ES | RODRÍGUEZ CIMADEVILLA Juan Carlos,ES",WO2010057965A1,,EP1876233A1 | WO2008148105A1,"PROJECH SCIENCE TO TECHNOLOGY S.L.,ES | GONZÁLEZ GÁLVEZ Beatriz,ES | RODRÍGUEZ CIMADEVILLA Juan Carlos,ES",EP,http://www.google.com/patents?q=MYOMETRIAL-DERIVED+MESENCHYMAL+STEM+CELLS+&btnG=Search+Patents,0
6930,WO2010047423A1,"METHOD FOR INTRODUCING MUTATED GENE, GENE HAVING MUTATION INTRODUCED THEREIN, CASSETTE FOR INTRODUCING MUTATION, VECTOR FOR INTRODUCING MUTATION, AND KNOCK-IN NON-HUMAN MAMMAL ",JP2008273446A | WO2009JP68729A,2008,20100429WO2010047423A1,"HIROSE Shinichi,JP | DESHIMARU Masanobu,JP | ARAKI Yoshimi,JP",JP2010099006A_ | WO2010047423A1,,,"Fukuoka University,JP | National University Corporation Kumamoto University,JP | HIROSE Shinichi,JP | DESHIMARU Masanobu,JP | ARAKI Yoshimi,JP",JP,"http://www.google.com/patents?q=METHOD+FOR+INTRODUCING+MUTATED+GENE,+GENE+HAVING+MUTATION+INTRODUCED+THEREIN,+CASSETTE+FOR+INTRODUCING+MUTATION,+VECTOR+FOR+INTRODUCING+MUTATION,+AND+KNOCK-IN+NON-HUMAN+MAMMAL+&btnG=Search+Patents",0
6935,WO2009112615A1,"PHARMACEUTICAL COMPOSITION FOR INHIBITING THE TRANSCRIPTION FACTOR INDUCIBLE BY HYPOXIA, MODULATORS OF PATHOLOGICAL PROCESSES OF ANGIOGENESIS, ONCOGENESIS, INFLAMMATION, APOPTOSIS, AND CELLULAR THERAPY ",ES2008708A | WO2009ES135A,2008,20090914ES2325724A1,"GARIJO OLMO Raquel,ES | CHIVA TÁRREGA,ES | ACEÑA BONILLA José Luis,ES | RODRÍGUEZ JIMÉNEZ Francisco Javier,ES | FARRÁS RIVERA Rosa,ES | LUCAS DOMÍNGUEZ Rut,ES | MULLOR SANJOSÉ José Luis,ES | SANZ-CERVERA Juan Francisco,ES | MORENO MANZANO,ES | FUSTERO LARDÍES Santos,ES | SÁNCHEZ-PUELLES GONZÁLEZ-CARVAJAL,ES",ES2325724A1 | ES2325724B1 | WO2009112615A1,,US20060223812A1,"FUNDACIÓN DE LA COMUNIDAD VALENCIANA CENTRO DE INVESTIGACIÓN PRINCIPE FELIPE,ES | GARIJO OLMO Raquel,ES | CHIVA TÁRREGA,ES | ACEÑA BONILLA José Luis,ES | RODRÍGUEZ JIMÉNEZ Francisco Javier,ES | FARRÁS RIVERA Rosa,ES | LUCAS DOMÍNGUEZ Rut,ES | MULLOR SANJOSÉ José Luis,ES | SANZ-CERVERA Juan Francisco,ES | MORENO MANZANO,ES | FUSTERO LARDÍES Santos,ES | SÁNCHEZ-PUELLES GONZÁLEZ-CARVAJAL,ES",ES,"http://www.google.com/patents?q=PHARMACEUTICAL+COMPOSITION+FOR+INHIBITING+THE+TRANSCRIPTION+FACTOR+INDUCIBLE+BY+HYPOXIA,+MODULATORS+OF+PATHOLOGICAL+PROCESSES+OF+ANGIOGENESIS,+ONCOGENESIS,+INFLAMMATION,+APOPTOSIS,+AND+CELLULAR+THERAPY+&btnG=Search+Patents",0
6938,WO2010039872A1,"PULSE PARATHYROID HORMONE FOR TREATMENT OF THE HEMATOPOIETIC SYNDROME, STROMAL CELL LOSS, AND VASCULAR INJURY RESULTING FROM ACUTE EXPOSURE TO LETHAL RADIATION ",US2008101900P | US2009174932P | US2009232327P | US2009242013P | WO2009US59085A,2008,20100408WO2010039872A1,"BARTHOLOMEW Amelia,US | REINA Eduardo,US | LYUBIMOV Alex,US | CRAMER Dan,US",WO2010039872A1,,US20050197296A1 | WO2006052991A2 | WO2007133580A2,"THE BOARD OF TRUSTEES OF THE UNIVERSITY OF ILLINOIS,US | BARTHOLOMEW Amelia,US | REINA Eduardo,US | LYUBIMOV Alex,US | CRAMER Dan,US",US,"http://www.google.com/patents?q=PULSE+PARATHYROID+HORMONE+FOR+TREATMENT+OF+THE+HEMATOPOIETIC+SYNDROME,+STROMAL+CELL+LOSS,+AND+VASCULAR+INJURY+RESULTING+FROM+ACUTE+EXPOSURE+TO+LETHAL+RADIATION+&btnG=Search+Patents",0
6939,WO2002070552A2,"POLYPEPTIDE FROM A HDM2 PROTEIN SPECIFIC MURINE G(A)/G(B) T-CELL RECEPTORS, NUCLEIC ACIDS CODING FOR THE ABOVE AND USE THEREOF ",DE10109854A | WO2002EP2187A,2001,20020912CA2445013A1,"THEOBALT Matthias,DE | VOSS Holger,DE | STANISLAWSKI Thomas,DE",CA2445013A1 | DE10109854A1 | EP1363942A2 | JP2004535778A_ | WO2002070552A2 | WO2002070552A3 | WO2002070552A8,EP1543032B1 | WO2004029085A2 | WO2006064176A1 | WO2004029085A3,,"THEOBALT Matthias,DE | VOSS Holger,DE | STANISLAWSKI Thomas,DE",DE | EP,"http://www.google.com/patents?q=POLYPEPTIDE+FROM+A+HDM2+PROTEIN+SPECIFIC+MURINE+G(A)/G(B)+T-CELL+RECEPTORS,+NUCLEIC+ACIDS+CODING+FOR+THE+ABOVE+AND+USE+THEREOF+&btnG=Search+Patents",0
6951,WO2010095911A3,COMPOSITION FOR ENHANCING IMMUNITY CONTAINING PLANT STEM CELL LINE DERIVED FROM CAMBIUM OF PANAX GINSENG INCLUDING WILD GINSENG OR GINSENG AS AN ACTIVE INGREDIENT ,KR200915040A | WO2010KR1116A,2009,20100826WO2010095911A2,"LEE Dae Hee,KR | JANG Mi Ok,KR | LIM Min Jung,KR | HONG Sun Mi,KR | JIN Young Woo,KR | LEE Eun Kyong,KR",KR2010096034A_ | WO2010095911A2 | WO2010095911A3,,KR361187B1 | KR506950B1 | KR533120B1 | KR780521B1,"UNHWA CORPORATION,KR | LEE Dae Hee,KR | JANG Mi Ok,KR | LIM Min Jung,KR | HONG Sun Mi,KR | JIN Young Woo,KR | LEE Eun Kyong,KR",KR,http://www.google.com/patents?q=COMPOSITION+FOR+ENHANCING+IMMUNITY+CONTAINING+PLANT+STEM+CELL+LINE+DERIVED+FROM+CAMBIUM+OF+PANAX+GINSENG+INCLUDING+WILD+GINSENG+OR+GINSENG+AS+AN+ACTIVE+INGREDIENT+&btnG=Search+Patents,0
6953,WO2007095495A3,BENZODIAZEPINE GCNF MODULATORS FOR STEM CELL MODULATION ,US2006772784P | WO2007US61984A,2006,20070823WO2007095495A2,"ROUGHTEN Andrew,US | RONG Yajing,US | QUINTERO Jorge,US | OHLMEYER Michael,US | KULTGEN Steven,US | KINGSBURY Celia,US | HO Koc-Kan,US",WO2007095495A2 | WO2007095495A3,,US4678784A,"PHARMACOPEIA INC.,US | ROUGHTEN Andrew,US | RONG Yajing,US | QUINTERO Jorge,US | OHLMEYER Michael,US | KULTGEN Steven,US | KINGSBURY Celia,US | HO Koc-Kan,US",US,http://www.google.com/patents?q=BENZODIAZEPINE+GCNF+MODULATORS+FOR+STEM+CELL+MODULATION+&btnG=Search+Patents,0
6960,WO2007097109A1,METHOD OF SCREENING SUBSTANCE HAVING ANTIRHEUMATOID ARTHRITIS ACTIVITY AND METHOD OF EVALUATING THE SAME ,JP200642398A | WO2006JP325845A,2006,20070830WO2007097109A1,"KOSAKA Hitoshi,JP | MIYASAKA Nobuyuki,JP",WO2007097109A1,,,"National University Corporation Tokyo Medical and Dental University,JP | RIKEN,JP | KOSAKA Hitoshi,JP | MIYASAKA Nobuyuki,JP",JP,http://www.google.com/patents?q=METHOD+OF+SCREENING+SUBSTANCE+HAVING+ANTIRHEUMATOID+ARTHRITIS+ACTIVITY+AND+METHOD+OF+EVALUATING+THE+SAME+&btnG=Search+Patents,0
6965,WO2005053387A1,NON-HUMAN MAMMALIAN AND NON-MAMMALIAN ANIMAL MODELS OF AGE-RELATED MEMORY IMPAIRMENT ,JP2003402319A | WO2004JP17778A,2003,20050616WO2005053387A1,"SAITO Minoru,JP",JP2005160361A_ | WO2005053387A1,,,"JAPAN SCIENCE AND TECHNOLOGY AGENCY,JP | TOKYO METROPOLITAN ORGANIZATION FOR MEDICAL RESERCH,JP",JP,http://www.google.com/patents?q=NON-HUMAN+MAMMALIAN+AND+NON-MAMMALIAN+ANIMAL+MODELS+OF+AGE-RELATED+MEMORY+IMPAIRMENT+&btnG=Search+Patents,0
6967,WO2001057262A1,METHODS AND MATERIALS RELATING TO NEURONAL GUIDANCE MOLECULE-LIKE (NGM-LIKE) POLYPEPTIDES AND POLYNUCLEOTIDES ,US2000496914A | US2000560875A | US2000721115A | WO2001US3661A,2000,20010726CA2395443A1,"BOYLE Bryan J.,US | YEUNG George,US | ARTERBURN Matthew C.,US | LIU Chenghua,US | TANG Y. Tom,US | GODBOLE Shubhada D.,US | KUO Chiaoyun,US | DRMANAC Radoje T.,US | PALENCIA Sereando,US",AT355305T_ | AU200122924A_ | AU2001233003B2 | AU2001234865B2 | AU2001234944A8 | AU2001255214B2 | AU200125918A_ | AU200125936A_ | AU200125955A_ | AU200125965A_ | AU200125983A_ | AU2001263005A8 | AU200127284A_ | AU200127344A_ | AU200127348A_ | AU200127385A_ | AU200131177A_ | AU200131178A_ | AU200131288A_ | AU200132657A_ | AU200132967A_ | AU200132969A_ | AU200132971A_ | AU200132989A_ | AU200133003A_ | AU200133017A_ | AU200133041A_ | AU200133047A_ | AU200133293A_ | AU200134582A_ | AU200134847A_ | AU,US7223558B2 | WO2002010216A3 | US7705134B2 | US7785829B2 | US7456256B2 | WO2002010216A2,,"HYSEQ INC.,US",US,http://www.google.com/patents?q=METHODS+AND+MATERIALS+RELATING+TO+NEURONAL+GUIDANCE+MOLECULE-LIKE+(NGM-LIKE)+POLYPEPTIDES+AND+POLYNUCLEOTIDES+&btnG=Search+Patents,0
6972,WO2010122071A1,THIA-TRIAZA-CYCLOPENTAZULENES AS PI3-KINASES INHIBITORS FOR THE TREATMENT OF CANCER ,EP2009158493A | WO2010EP55295A,2009,20101028WO2010122071A1,"VAN DER VEEN Lars,DE | IMPAGNATIELLO Maria,DE | McCONNELL Darryl,DE | SCHNEIDER Siegfried,DE | WUNBERG Tobias,DE",UY32566A_ | WO2010122071A1,,WO1996009304A1 | WO2006040279A1 | WO2006040281A1,"BOEHRINGER INGELHEIM INTERNATIONAL GMBH,DE | VAN DER VEEN Lars,DE | IMPAGNATIELLO Maria,DE | McCONNELL Darryl,DE | SCHNEIDER Siegfried,DE | WUNBERG Tobias,DE",EP,http://www.google.com/patents?q=THIA-TRIAZA-CYCLOPENTAZULENES+AS+PI3-KINASES+INHIBITORS+FOR+THE+TREATMENT+OF+CANCER+&btnG=Search+Patents,0
6978,WO2009030952A2,HETEROCYCLIC COMPOUNDS AND METHODS OF USE THEREOF-975 ,US2007970107P | US200836661P | WO2008GB50782A,2007,20090312WO2009030952A2,"FAUBER Benjamin,US | HIRD Alexander,US | JANETKA James,US | RUSSELL Daniel John,US | YANG Bin,US",AR68376A1 | PE20091092A1 | UY31322A1 | WO2009030952A2 | WO2009030952A3,,WO2003068747A1 | WO2003088970A2 | WO2006028958A2 | WO2006050506A1 | WO2006078283A2 | WO2007042816A1 | WO2008014291A2,"ASTRAZENECA AB,SE | ASTRAZENECA UK LIMITED,GB | FAUBER Benjamin,US | HIRD Alexander,US | JANETKA James,US | RUSSELL Daniel John,US | YANG Bin,US",US | GB,http://www.google.com/patents?q=HETEROCYCLIC+COMPOUNDS+AND+METHODS+OF+USE+THEREOF-975+&btnG=Search+Patents,0
6980,WO2000023567A2,PROMOTION OF SELF-RENEWAL AND IMPROVED GENE TRANSDUCTION OF HEMATOPOIETIC STEM CELLS BY HISTONE DEACETYLASE INHIBITORS ,US1998173633A | US1999132476P | WO1999EP7741A,1998,20000427CA2346152A1,"LAVAU Catherine P.,US | YOUNG Judy Carol,US | HILL Beth Louise,US",AU199963393A_ | CA2346152A1 | EP1129175A2 | JP2002527101A_ | WO2000023567A2 | WO2000023567A3,DE10162080A1 | GB2450603A | US7169801B2 | US7375228B2 | US7399884B2 | US7566535B2 | WO2006045331A1 | WO2005105983A1 | WO2003050270A1 | US7741494B2 | US7732475B2 | US7642275B2 | US7642253B2 | US7557141B2 | US7381825B2 | US7271198B2 | US7154002B1 | GB2450603B | EP1593737A1 | EP1593737B1,EP627487A2 | EP827742A1 | EP827743A1 | WO1997016535A2,"NOVARTIS AG,CH | NOVARTIS-ERFINDUNGEN VERWALTUNGSGESELLSCHAFT M.B.H.,AT",US | EP,http://www.google.com/patents?q=PROMOTION+OF+SELF-RENEWAL+AND+IMPROVED+GENE+TRANSDUCTION+OF+HEMATOPOIETIC+STEM+CELLS+BY+HISTONE+DEACETYLASE+INHIBITORS+&btnG=Search+Patents,0
7018,WO2004007719A1,USE OF SUMO-AND UBIQUITIN-MODIFIED PCNA FOR DETECTION AND CHANNELING OF DNA TRANSACTION PATHWAYS ,EP200215869A | WO2003EP7667A,2002,20040122WO2004007719A1,"JENTSCH Stefan,DE | HOEGE Carsten,DE | PFANDER Boris,DE | MOLDOVAN Lucian,DE",AU2003250066A1 | WO2004007719A1 | WO2004007719A8,US7576598B2 | US7880533B2 | US7612606B2 | US7714563B2 | US7750728B2,,"MAX-PLANCK-GESELLSCHAFT ZUR FÖRDERUNG DER WISSENSCHAFTEN E.V.,DE",EP,http://www.google.com/patents?q=USE+OF+SUMO-AND+UBIQUITIN-MODIFIED+PCNA+FOR+DETECTION+AND+CHANNELING+OF+DNA+TRANSACTION+PATHWAYS+&btnG=Search+Patents,0
7019,WO2005074981A2,INHIBITORS OF TGF-R SIGNALING FOR TREATMENT OF CNS DISORDERS ,EP20042846A | WO2005EP1298A,2004,20050818AU2005210151A1,"BOGDAHN Ulrich,DE | AIGNER Ludwig,DE",AU2005210151A1 | AU2005210151B2 | BR200507528A_ | CA2555463A1 | CN1989244A_ | EP1716235A2 | IL177320D0 | JP2007521815A_ | KR2007004695A_ | KR880371B1 | MX2006PA008964A_ | NZ548926A_ | RU2006129326A_ | RU2385933C2 | WO2005074981A2 | WO2005074981A3 | WO2005074981A8 | ZA200606460A_,WO2008109546A2 | WO2010024432A1,EP1133988A1 | WO1993019783A1 | WO2003000656A2,"BOGDAHN Ulrich,DE | AIGNER Ludwig,DE",EP,http://www.google.com/patents?q=INHIBITORS+OF+TGF-R+SIGNALING+FOR+TREATMENT+OF+CNS+DISORDERS+&btnG=Search+Patents,0
7023,WO2010137918A2,"CELLULE SOUCHE VÉGÉTALE DÉRIVÉE DU CAMBIUM DE LA FAMILLE DES SOLANACÉES, ET PROCÉDÉ POUR ISOLER ET CULTIVER LADITE CELLULE SOUCHE VÉGÉTALE ",KR200947121A | WO2010KR3424A,2009,20101202WO2010137918A2,"YU Young Mi,KR | KIM So Yeon,KR | JIN Young Woo,KR | LEE Eun Kyong,KR | HONG Sun Mi,KR",KR2010129235A_ | WO2010137918A2,,,"UNHWA CORPORATION,KR | YU Young Mi,KR | KIM So Yeon,KR | JIN Young Woo,KR | LEE Eun Kyong,KR | HONG Sun Mi,KR",KR,"http://www.google.com/patents?q=CELLULE+SOUCHE+VÉGÉTALE+DÉRIVÉE+DU+CAMBIUM+DE+LA+FAMILLE+DES+SOLANACÉES,+ET+PROCÉDÉ+POUR+ISOLER+ET+CULTIVER+LADITE+CELLULE+SOUCHE+VÉGÉTALE+&btnG=Search+Patents",0
7067,WO2009156760A2,"MATÉRIAU IMPLANTABLE DESTINÉ À LA RÉPARATION, À LAUGMENTATION OU AU REMPLACEMENT DUN OS ET PROCÉDÉ PERMETTANT SA PRÉPARATION ",GB200811542A | WO2009GB50727A,2008,20080730GB200811542D0,"KNIGHT David,GB | SKAER Nicholas,GB | COLLINS Andrew,GB | GHEYSENS Tom Louis Dirk,GB",CA2728822A1 | GB200811542D0 | WO2009156760A2 | WO2009156760A3,,WO2005094911A2,"KNIGHT David,GB | SKAER Nicholas,GB | COLLINS Andrew,GB | GHEYSENS Tom Louis Dirk,GB | ORTHOX LIMITED,GB",GB,"http://www.google.com/patents?q=MATÉRIAU+IMPLANTABLE+DESTINÉ+À+LA+RÉPARATION,+À+LAUGMENTATION+OU+AU+REMPLACEMENT+DUN+OS+ET+PROCÉDÉ+PERMETTANT+SA+PRÉPARATION+&btnG=Search+Patents",0
7075,WO2009149257A1,"THE CHEMISTRODE: A PLUG-BASED MICROFLUIDIC DEVICE AND METHOD FOR STIMULATION AND SAMPLING WITH HIGH TEMPORAL, SPATIAL, AND CHEMICAL RESOLUTION ",US2008130930P | WO2009US46255A,2008,20091210WO2009149257A1,"ISMAGILOV Rustem F.,US | CHEN Delai,US | LIU Weishan,US | DU Wenbin,US",WO2009149257A1,,US20060094119A1 | US7129091B2,"THE UNIVERSITY OF CHICAGO,US | ISMAGILOV Rustem F.,US | CHEN Delai,US | LIU Weishan,US | DU Wenbin,US",US,"http://www.google.com/patents?q=THE+CHEMISTRODE:+A+PLUG-BASED+MICROFLUIDIC+DEVICE+AND+METHOD+FOR+STIMULATION+AND+SAMPLING+WITH+HIGH+TEMPORAL,+SPATIAL,+AND+CHEMICAL+RESOLUTION+&btnG=Search+Patents",0
7082,WO2010038153A1,USE OF SOX TRANSCRIPTION FACTOR ACTIATORS FOR STIMULATING CHONDROGENESIS ,US2008101946P | WO2009IB7131A,2008,20100408WO2010038153A1,"UNDERHILL T. Michael,CA",WO2010038153A1,,CA2357549A1 | US1680109A | WO1996017057A1,"THE UNIVERSITY OF BRITISH COLUMBIA,CA | UNDERHILL T. Michael,CA",US | IB,http://www.google.com/patents?q=USE+OF+SOX+TRANSCRIPTION+FACTOR+ACTIATORS+FOR+STIMULATING+CHONDROGENESIS+&btnG=Search+Patents,0
7092,WO2006128681A1,"PRIMITIVE ENDODERMAL STEM CELLS, A PROCESS FOR PREPARING THEM AND THEIR USE, IN PARTICULAR FOR OBTAINING PRIMITIVE EPITHELIAL LIVER CELLS ",EP2005291167A | WO2006EP5163A,2005,20061206EP1728858A1,"HATZFELD Jacques,FR | LAABI Yacine,FR | HERPE Yves Edouard,FR | BARBET Romain,FR",EP1728858A1 | WO2006128681A1,,US20030003573A1 | US2003003573B1,"ABCYS S.A.,FR",EP,"http://www.google.com/patents?q=PRIMITIVE+ENDODERMAL+STEM+CELLS,+A+PROCESS+FOR+PREPARING+THEM+AND+THEIR+USE,+IN+PARTICULAR+FOR+OBTAINING+PRIMITIVE+EPITHELIAL+LIVER+CELLS+&btnG=Search+Patents",0
7103,WO1996008965A1,PHOTODYNAMIC INACTIVATION OF VIRAL AND BACTERIAL BLOOD CONTAMINANTS WITH HALOGENATED COUMARIN AND FUROCOUMARIN SENSITIZERS ,US1994311125A | US1994343680A | US1995427080A | US1995461626A | WO1995US12069A,1994,19911017CA2056619A1,PARK Sang Chul | GOODRICH Raymond P. Jr. | YERRAM Nagender | SOWEMINO-COKER Samuel O. | PLATZ Matthew S. | AQUILA Brian,AT203679T_ | AT232737T_ | AU199176935A_ | AU199334765A_ | AU199472177A_ | AU199536385A_ | AU199659700A_ | AU653337B2 | AU691672B2 | AU703108B2 | CA2056619A1 | CA2056619C_ | CA2128866A1 | CA2199372A1 | CA2221733A1 | DE69133198D1 | DE69133198T2 | DE69330514D1 | DE69330514T2 | EP483304A1 | EP483304A4 | EP483304B1 | EP633786A1 | EP633786A4 | EP633786B1 | EP782388A1 | EP782388A4 | EP830057A1 | EP830057A4 | IL104530D0 | IL97856D0 | JP03373201B2 | JP10506391A_ | JP11506029A_ | JP2001509773A_ | JP550097,EP1131101B1 | WO2000030682A1 | WO2002002152A1 | WO2000034446A1 | EP1307241B1 | EP796094A1,US5091385A,CRYOPHARM CORPORATION,US,http://www.google.com/patents?q=PHOTODYNAMIC+INACTIVATION+OF+VIRAL+AND+BACTERIAL+BLOOD+CONTAMINANTS+WITH+HALOGENATED+COUMARIN+AND+FUROCOUMARIN+SENSITIZERS+&btnG=Search+Patents,0
7108,WO2009145434A2,CD70-EXPRESSING NEURAL STEM CELLS CAPABLE OF INHIBITING TRANSPLANT IMMUNE RESPONSES AND USE THEREOF ,KR200829700A | WO2009KR1600A,2008,20091006KR2009104328A_,"AHN Cu Rie,KR | LEE Eun Mi,KR | KIM Jae Young,KR",KR2009104328A_ | WO2009145434A2 | WO2009145434A3,,KR2005082389A | US20050191299A1,"HANWHA CHEMICAL CORPORATION,KR | AHN Cu Rie,KR | LEE Eun Mi,KR | KIM Jae Young,KR",KR,http://www.google.com/patents?q=CD70-EXPRESSING+NEURAL+STEM+CELLS+CAPABLE+OF+INHIBITING+TRANSPLANT+IMMUNE+RESPONSES+AND+USE+THEREOF+&btnG=Search+Patents,0
7114,WO2010016469A1,TECHNIQUE FOR REGULATING REGENERATION OF TISSUE OR FAULTY OR ABNORMAL PART IN ORGAN USING NELL-1 ,JP2008201346A | WO2009JP63768A,2008,20100211WO2010016469A1,"NAKAMURA Masanori,JP | KURODA Shunichi,JP | ODA Mitsuo,JP | MAYAHARA Mitsuori,JP | KENMOTSU Sachiyo,JP | IGARASHI Koichi,JP | OIE Kazunori,JP",WO2010016469A1,,JP2003265169A | JP2007524360T | WO2009042859A1 | WO2009057790A1,"KATAYAMA CHEMICAL INDUSTRIES Co. Ltd.,JP | SHOWA UNIVERSITY,JP | OSAKA UNIVERSITY,JP | NAKAMURA Masanori,JP | KURODA Shunichi,JP | ODA Mitsuo,JP | MAYAHARA Mitsuori,JP | KENMOTSU Sachiyo,JP | IGARASHI Koichi,JP | OIE Kazunori,JP",JP,http://www.google.com/patents?q=TECHNIQUE+FOR+REGULATING+REGENERATION+OF+TISSUE+OR+FAULTY+OR+ABNORMAL+PART+IN+ORGAN+USING+NELL-1+&btnG=Search+Patents,0
7154,WO2002040645A2,CELL CONSTRUCTS WHICH CAN BE OBTAINED FROM MESENSCHYMAL STEM CELLS AND CELLS DERIVABLE THEREFROM AND THE USE THEREOF ,DE10056465A | WO2001EP12852A,2000,20020523WO2002040645A2,"DAIG Rosemarie,DE",AT340253T_ | AU200221814A_ | DE10056465A1 | DE50111055D1 | EP1337624A2 | EP1337624B1 | WO2002040645A2 | WO2002040645A3,DE10224982A1 | WO2003104443A3 | WO2003104443A2 | US7666675B2 | EP1509597B1 | EP1435787A2,US5486359A | US5591625A | US5800811A | US5968546A | WO1995001423A1,"DAIG Rosemarie,DE",DE | EP,http://www.google.com/patents?q=CELL+CONSTRUCTS+WHICH+CAN+BE+OBTAINED+FROM+MESENSCHYMAL+STEM+CELLS+AND+CELLS+DERIVABLE+THEREFROM+AND+THE+USE+THEREOF+&btnG=Search+Patents,0
7156,WO1991004320A1,THE USE OF THIOREDOXIN IN THE TREATMENT OF MALIGNANTLY TRANSFORMED CELLS IN ANIMALS AND MAN ,SE19893003A | WO1990SE578A,1989,19890912SE198903003D0,ROSÉN Anders,AU199064336A_ | AU641942B2 | CA2065454A1 | DD298056A5 | EP489113A1 | FI199201058D0 | GR1001151B_ | GR1990100679A_ | HU199200821D0 | HU62932A2 | IE19903233A1 | IL95583D0 | JP5500216A_ | NO199200911A_ | NO199200911D0 | PT95284A_ | SE198903003D0 | WO1991004320A1,US5985261A | US7195766B2 | US7381560B2 | US7534438B2 | WO2002016600A3 | WO2002016600A2 | WO1998045416A1 | WO1998024472A1 | US7744877B2 | US7682612B1 | US7585645B2 | US7422739B2 | US6689775B2 | WO2004024868A2 | US6566514B1,,AKTIEBOLAGET ASTRA | ROSÉN Anders,SE,http://www.google.com/patents?q=THE+USE+OF+THIOREDOXIN+IN+THE+TREATMENT+OF+MALIGNANTLY+TRANSFORMED+CELLS+IN+ANIMALS+AND+MAN+&btnG=Search+Patents,0
